Species 1,Species 2,Uncorr_pdist
CE4324,CE28149,0.1610942249
CE767,CE28149,0.1595744681
CE19886,CE28149,0.1595744681
CE19887,CE28149,0.1573208723
CE26990,CE28149,0.1580547112
CE26991,CE28149,0.1580547112
CE26994,CE28149,0.1580547112
CE27023,CE28149,0.1580547112
CE28107,CE28149,0
CE10522,CE28151,0.047112462
CE10523,CE28151,0.047112462
CE10784,CE28151,0.0030395137
CE10836,CE28151,0.0030395137
CE10846,CE28151,0.0031446541
CE10847,CE28151,0.0030395137
CE10848,CE28151,0.0030395137
CE10849,CE28151,0.0030395137
CE10865,CE28151,0.0486322188
CE11349,CE28151,0.0518134715
CE16688,CE28151,0.0015197568
CE16864,CE28151,0.0030395137
CE16866,CE28151,0.0030395137
CE17759,CE28151,0.0501519757
CE18811,CE28151,0.0015197568
CE19894,CE28151,0.0547112462
CE19895,CE28151,0.0547112462
CE19900,CE28151,0.056231003
CE19902,CE28151,0.0506134969
CE2714,CE28151,0.0501519757
CE2715,CE28151,0.0501519757
CE27739,CE28151,0.0455927052
CE30774,CE28151,0.0075987842
CE3121,CE28151,0.0547112462
CE31633,CE28151,0.056231003
CE31676,CE28151,0.0547112462
CE3236,CE28151,0.1550151976
CE35336,CE28151,0.0547112462
CE35337,CE28151,0.0547112462
CE35393,CE28151,0.0121580547
CE35727,CE28151,0.0030395137
CE35728,CE28151,0.0015974441
CE35729,CE28151,0.0032051282
CE36236,CE28151,0.0060790274
CE36237,CE28151,0.0075987842
CE36239,CE28151,0.0031897927
CE36240,CE28151,0.009118541
CE36241,CE28151,0.0030395137
CE36242,CE28151,0.0015197568
CE36244,CE28151,0.0031796502
CE3745,CE28151,0.0030395137
CE3750,CE28151,0.0030395137
CE3751,CE28151,0.0015197568
CE3752,CE28151,0.0030395137
CE3781,CE28151,0.047112462
CE3817,CE28151,0.0030395137
CE3936,CE28151,0.0501519757
CE3937,CE28151,0.0516717325
CE3944,CE28151,0.1550151976
CE4324,CE28151,0.0030395137
CE767,CE28151,0
CE19886,CE28151,0
CE19887,CE28151,0.0482866044
CE26990,CE28151,0.0547112462
CE26991,CE28151,0.0547112462
CE26994,CE28151,0.0547112462
CE27023,CE28151,0.0547112462
CE28107,CE28151,0.1593059937
CE28149,CE28151,0.1595744681
CE10522,CE29879,0.0016583748
CE10523,CE29879,0.0016583748
CE10784,CE29879,0.0464344942
CE10836,CE29879,0.0464344942
CE10846,CE29879,0.0464344942
CE10847,CE29879,0.0464344942
CE10848,CE29879,0.0464344942
CE10849,CE29879,0.0464344942
CE10865,CE29879,0.0033167496
CE11349,CE29879,0
CE16688,CE29879,0.0447761194
CE16864,CE29879,0.0464344942
CE16866,CE29879,0.0447761194
CE17759,CE29879,0
CE18811,CE29879,0.0447761194
CE19894,CE29879,0.056384743
CE19895,CE29879,0.056384743
CE19900,CE29879,0.056384743
CE19902,CE29879,0.056384743
CE2714,CE29879,0
CE2715,CE29879,0
CE27739,CE29879,0.0033167496
CE30774,CE29879,0.0447761194
CE3121,CE29879,0.056384743
CE31633,CE29879,0.0580431177
CE31676,CE29879,0.0165837479
CE3236,CE29879,0.1509121061
CE35336,CE29879,0.056384743
CE35337,CE29879,0.056384743
CE35393,CE29879,0.0497512438
CE35727,CE29879,0.0447761194
CE35728,CE29879,0.0447761194
CE35729,CE29879,0.0464344942
CE36236,CE29879,0.0464344942
CE36237,CE29879,0.0447761194
CE36239,CE29879,0.0464344942
CE36240,CE29879,0.0447761194
CE36241,CE29879,0.0464344942
CE36242,CE29879,0.0447761194
CE36244,CE29879,0.0470383275
CE3745,CE29879,0.0464344942
CE3750,CE29879,0.0464344942
CE3751,CE29879,0.0447761194
CE3752,CE29879,0.0464344942
CE3781,CE29879,0.0016583748
CE3817,CE29879,0.0464344942
CE3936,CE29879,0.0547263682
CE3937,CE29879,0.0547263682
CE3944,CE29879,0.1509121061
CE4324,CE29879,0.0464344942
CE767,CE29879,0.0464344942
CE19886,CE29879,0.0464344942
CE19887,CE29879,0
CE26990,CE29879,0.056384743
CE26991,CE29879,0.056384743
CE26994,CE29879,0.056384743
CE27023,CE29879,0.056384743
CE28107,CE29879,0.153078203
CE28149,CE29879,0.1525704809
CE28151,CE29879,0.0464344942
CE10522,CE29883,0.0030395137
CE10523,CE29883,0.0030395137
CE10784,CE29883,0.0501519757
CE10836,CE29883,0.0501519757
CE10846,CE29883,0.0487421384
CE10847,CE29883,0.0501519757
CE10848,CE29883,0.0501519757
CE10849,CE29883,0.0501519757
CE10865,CE29883,0.0045592705
CE11349,CE29883,0
CE16688,CE29883,0.0486322188
CE16864,CE29883,0.0501519757
CE16866,CE29883,0.047112462
CE17759,CE29883,0
CE18811,CE29883,0.0486322188
CE19894,CE29883,0.0623100304
CE19895,CE29883,0.0623100304
CE19900,CE29883,0.0638297872
CE19902,CE29883,0.0598159509
CE2714,CE29883,0
CE2715,CE29883,0
CE27739,CE29883,0.0045592705
CE30774,CE29883,0.0486322188
CE3121,CE29883,0.0623100304
CE31633,CE29883,0.0638297872
CE31676,CE29883,0.0167173252
CE3236,CE29883,0.1550151976
CE35336,CE29883,0.0623100304
CE35337,CE29883,0.0623100304
CE35393,CE29883,0.0531914894
CE35727,CE29883,0.047112462
CE35728,CE29883,0.0463258786
CE35729,CE29883,0.0480769231
CE36236,CE29883,0.0531914894
CE36237,CE29883,0.0486322188
CE36239,CE29883,0.04784689
CE36240,CE29883,0.0501519757
CE36241,CE29883,0.0501519757
CE36242,CE29883,0.0486322188
CE36244,CE29883,0.0492845787
CE3745,CE29883,0.0501519757
CE3750,CE29883,0.0501519757
CE3751,CE29883,0.0486322188
CE3752,CE29883,0.0501519757
CE3781,CE29883,0.0030395137
CE3817,CE29883,0.0501519757
CE3936,CE29883,0.0607902736
CE3937,CE29883,0.0623100304
CE3944,CE29883,0.1550151976
CE4324,CE29883,0.0501519757
CE767,CE29883,0.0501519757
CE19886,CE29883,0.0501519757
CE19887,CE29883,0
CE26990,CE29883,0.0623100304
CE26991,CE29883,0.0623100304
CE26994,CE29883,0.0623100304
CE27023,CE29883,0.0623100304
CE28107,CE29883,0.1561514196
CE28149,CE29883,0.1565349544
CE28151,CE29883,0.0501519757
CE29879,CE29883,0
CE10522,CE29889,0.0030395137
CE10523,CE29889,0.0030395137
CE10784,CE29889,0.0501519757
CE10836,CE29889,0.0501519757
CE10846,CE29889,0.0487421384
CE10847,CE29889,0.0501519757
CE10848,CE29889,0.0501519757
CE10849,CE29889,0.0501519757
CE10865,CE29889,0.0045592705
CE11349,CE29889,0
CE16688,CE29889,0.0486322188
CE16864,CE29889,0.0501519757
CE16866,CE29889,0.047112462
CE17759,CE29889,0
CE18811,CE29889,0.0486322188
CE19894,CE29889,0.0623100304
CE19895,CE29889,0.0623100304
CE19900,CE29889,0.0638297872
CE19902,CE29889,0.0598159509
CE2714,CE29889,0
CE2715,CE29889,0
CE27739,CE29889,0.0045592705
CE30774,CE29889,0.0486322188
CE3121,CE29889,0.0623100304
CE31633,CE29889,0.0638297872
CE31676,CE29889,0.0167173252
CE3236,CE29889,0.1550151976
CE35336,CE29889,0.0623100304
CE35337,CE29889,0.0623100304
CE35393,CE29889,0.0531914894
CE35727,CE29889,0.047112462
CE35728,CE29889,0.0463258786
CE35729,CE29889,0.0480769231
CE36236,CE29889,0.0531914894
CE36237,CE29889,0.0486322188
CE36239,CE29889,0.04784689
CE36240,CE29889,0.0501519757
CE36241,CE29889,0.0501519757
CE36242,CE29889,0.0486322188
CE36244,CE29889,0.0492845787
CE3745,CE29889,0.0501519757
CE3750,CE29889,0.0501519757
CE3751,CE29889,0.0486322188
CE3752,CE29889,0.0501519757
CE3781,CE29889,0.0030395137
CE3817,CE29889,0.0501519757
CE3936,CE29889,0.0607902736
CE3937,CE29889,0.0623100304
CE3944,CE29889,0.1550151976
CE4324,CE29889,0.0501519757
CE767,CE29889,0.0501519757
CE19886,CE29889,0.0501519757
CE19887,CE29889,0
CE26990,CE29889,0.0623100304
CE26991,CE29889,0.0623100304
CE26994,CE29889,0.0623100304
CE27023,CE29889,0.0623100304
CE28107,CE29889,0.1561514196
CE28149,CE29889,0.1565349544
CE28151,CE29889,0.0501519757
CE29879,CE29889,0
CE29883,CE29889,0
CE10522,CE30034,0.0623100304
CE10523,CE30034,0.0623100304
CE10784,CE30034,0.0501519757
CE10836,CE30034,0.0501519757
CE10846,CE30034,0.0455974843
CE10847,CE30034,0.0501519757
CE10848,CE30034,0.0501519757
CE10849,CE30034,0.0501519757
CE10865,CE30034,0.0638297872
CE11349,CE30034,0.067357513
CE16688,CE30034,0.0486322188
CE16864,CE30034,0.0501519757
CE16866,CE30034,0.0501519757
CE17759,CE30034,0.0623100304
CE18811,CE30034,0.0486322188
CE19894,CE30034,0.0060790274
CE19895,CE30034,0.0060790274
CE19900,CE30034,0.0075987842
CE19902,CE30034,0.004601227
CE2714,CE30034,0.0623100304
CE2715,CE30034,0.0623100304
CE27739,CE30034,0.0607902736
CE30774,CE30034,0.0547112462
CE3121,CE30034,0.0060790274
CE31633,CE30034,0.0075987842
CE31676,CE30034,0.0668693009
CE3236,CE30034,0.1534954407
CE35336,CE30034,0.0060790274
CE35337,CE30034,0.0060790274
CE35393,CE30034,0.0592705167
CE35727,CE30034,0.0501519757
CE35728,CE30034,0.0447284345
CE35729,CE30034,0.046474359
CE36236,CE30034,0.0531914894
CE36237,CE30034,0.0547112462
CE36239,CE30034,0.0462519936
CE36240,CE30034,0.0547112462
CE36241,CE30034,0.0501519757
CE36242,CE30034,0.0486322188
CE36244,CE30034,0.0524642289
CE3745,CE30034,0.0501519757
CE3750,CE30034,0.0501519757
CE3751,CE30034,0.0486322188
CE3752,CE30034,0.0501519757
CE3781,CE30034,0.0623100304
CE3817,CE30034,0.0501519757
CE3936,CE30034,0.0015197568
CE3937,CE30034,0.0030395137
CE3944,CE30034,0.1534954407
CE4324,CE30034,0.0501519757
CE767,CE30034,0.0486322188
CE19886,CE30034,0.0486322188
CE19887,CE30034,0.054517134
CE26990,CE30034,0.0060790274
CE26991,CE30034,0.0060790274
CE26994,CE30034,0.0060790274
CE27023,CE30034,0.0060790274
CE28107,CE30034,0.1529968454
CE28149,CE30034,0.1565349544
CE28151,CE30034,0.0486322188
CE29879,CE30034,0.0547263682
CE29883,CE30034,0.0623100304
CE29889,CE30034,0.0623100304
CE10522,CE30063,0.0570107858
CE10523,CE30063,0.0570107858
CE10784,CE30063,0.0477657935
CE10836,CE30063,0.0477657935
CE10846,CE30063,0.0455974843
CE10847,CE30063,0.0477657935
CE10848,CE30063,0.0477657935
CE10849,CE30063,0.0477657935
CE10865,CE30063,0.0585516179
CE11349,CE30063,0.0614035088
CE16688,CE30063,0.0462249615
CE16864,CE30063,0.0477657935
CE16866,CE30063,0.0477657935
CE17759,CE30063,0.0570107858
CE18811,CE30063,0.0462249615
CE19894,CE30063,0.0046224961
CE19895,CE30063,0.0046224961
CE19900,CE30063,0.0046224961
CE19902,CE30063,0.0046224961
CE2714,CE30063,0.0570107858
CE2715,CE30063,0.0570107858
CE27739,CE30063,0.0554699538
CE30774,CE30063,0.0523882897
CE3121,CE30063,0.0046224961
CE31633,CE30063,0.0061633282
CE31676,CE30063,0.061633282
CE3236,CE30063,0.1525423729
CE35336,CE30063,0.0046224961
CE35337,CE30063,0.0046224961
CE35393,CE30063,0.0570107858
CE35727,CE30063,0.0477657935
CE35728,CE30063,0.0447284345
CE35729,CE30063,0.046474359
CE36236,CE30063,0.0508474576
CE36237,CE30063,0.0523882897
CE36239,CE30063,0.0462519936
CE36240,CE30063,0.0523882897
CE36241,CE30063,0.0477657935
CE36242,CE30063,0.0462249615
CE36244,CE30063,0.05
CE3745,CE30063,0.0477657935
CE3750,CE30063,0.0477657935
CE3751,CE30063,0.0462249615
CE3752,CE30063,0.0477657935
CE3781,CE30063,0.0570107858
CE3817,CE30063,0.0477657935
CE3936,CE30063,0
CE3937,CE30063,0.001540832
CE3944,CE30063,0.1525423729
CE4324,CE30063,0.0477657935
CE767,CE30063,0.0462249615
CE19886,CE30063,0.0462249615
CE19887,CE30063,0.054517134
CE26990,CE30063,0.0046224961
CE26991,CE30063,0.0046224961
CE26994,CE30063,0.0046224961
CE27023,CE30063,0.0046224961
CE28107,CE30063,0.1529968454
CE28149,CE30063,0.155624037
CE28151,CE30063,0.0462249615
CE29879,CE30063,0.0547263682
CE29883,CE30063,0.0570107858
CE29889,CE30063,0.0570107858
CE30034,CE30063,0
CE10522,CE30066,0.0550314465
CE10523,CE30066,0.0550314465
CE10784,CE30066,0.0455974843
CE10836,CE30066,0.0455974843
CE10846,CE30066,0.0455974843
CE10847,CE30066,0.0455974843
CE10848,CE30066,0.0455974843
CE10849,CE30066,0.0455974843
CE10865,CE30066,0.0566037736
CE11349,CE30066,0.0592459605
CE16688,CE30066,0.0440251572
CE16864,CE30066,0.0455974843
CE16866,CE30066,0.0455974843
CE17759,CE30066,0.0550314465
CE18811,CE30066,0.0440251572
CE19894,CE30066,0.0047169811
CE19895,CE30066,0.0047169811
CE19900,CE30066,0.0047169811
CE19902,CE30066,0.0047169811
CE2714,CE30066,0.0550314465
CE2715,CE30066,0.0550314465
CE27739,CE30066,0.0534591195
CE30774,CE30066,0.0487421384
CE3121,CE30066,0.0047169811
CE31633,CE30066,0.0062893082
CE31676,CE30066,0.0597484277
CE3236,CE30066,0.1493710692
CE35336,CE30066,0.0047169811
CE35337,CE30066,0.0047169811
CE35393,CE30066,0.0550314465
CE35727,CE30066,0.0455974843
CE35728,CE30066,0.0447284345
CE35729,CE30066,0.046474359
CE36236,CE30066,0.0455974843
CE36237,CE30066,0.0487421384
CE36239,CE30066,0.0462519936
CE36240,CE30066,0.0487421384
CE36241,CE30066,0.0455974843
CE36242,CE30066,0.0440251572
CE36244,CE30066,0.0477759473
CE3745,CE30066,0.0455974843
CE3750,CE30066,0.0455974843
CE3751,CE30066,0.0440251572
CE3752,CE30066,0.0455974843
CE3781,CE30066,0.0550314465
CE3817,CE30066,0.0455974843
CE3936,CE30066,0
CE3937,CE30066,0
CE3944,CE30066,0.1493710692
CE4324,CE30066,0.0455974843
CE767,CE30066,0.0440251572
CE19886,CE30066,0.0440251572
CE19887,CE30066,0.0550314465
CE26990,CE30066,0.0047169811
CE26991,CE30066,0.0047169811
CE26994,CE30066,0.0047169811
CE27023,CE30066,0.0047169811
CE28107,CE30066,0.1529968454
CE28149,CE30066,0.1525157233
CE28151,CE30066,0.0440251572
CE29879,CE30066,0.0547263682
CE29883,CE30066,0.0550314465
CE29889,CE30066,0.0550314465
CE30034,CE30066,0
CE30063,CE30066,0
CE10522,CE30067,0.0607902736
CE10523,CE30067,0.0607902736
CE10784,CE30067,0.0516717325
CE10836,CE30067,0.0516717325
CE10846,CE30067,0.0455974843
CE10847,CE30067,0.0516717325
CE10848,CE30067,0.0516717325
CE10849,CE30067,0.0516717325
CE10865,CE30067,0.0623100304
CE11349,CE30067,0.0656303972
CE16688,CE30067,0.0501519757
CE16864,CE30067,0.0516717325
CE16866,CE30067,0.0516717325
CE17759,CE30067,0.0607902736
CE18811,CE30067,0.0501519757
CE19894,CE30067,0.0045592705
CE19895,CE30067,0.0045592705
CE19900,CE30067,0.0060790274
CE19902,CE30067,0.004601227
CE2714,CE30067,0.0607902736
CE2715,CE30067,0.0607902736
CE27739,CE30067,0.0592705167
CE30774,CE30067,0.056231003
CE3121,CE30067,0.0045592705
CE31633,CE30067,0.0060790274
CE31676,CE30067,0.0653495441
CE3236,CE30067,0.1519756839
CE35336,CE30067,0.0045592705
CE35337,CE30067,0.0045592705
CE35393,CE30067,0.0607902736
CE35727,CE30067,0.0516717325
CE35728,CE30067,0.0447284345
CE35729,CE30067,0.046474359
CE36236,CE30067,0.0547112462
CE36237,CE30067,0.056231003
CE36239,CE30067,0.0462519936
CE36240,CE30067,0.056231003
CE36241,CE30067,0.0516717325
CE36242,CE30067,0.0501519757
CE36244,CE30067,0.0540540541
CE3745,CE30067,0.0516717325
CE3750,CE30067,0.0516717325
CE3751,CE30067,0.0501519757
CE3752,CE30067,0.0516717325
CE3781,CE30067,0.0607902736
CE3817,CE30067,0.0516717325
CE3936,CE30067,0
CE3937,CE30067,0.0015197568
CE3944,CE30067,0.1519756839
CE4324,CE30067,0.0516717325
CE767,CE30067,0.0501519757
CE19886,CE30067,0.0501519757
CE19887,CE30067,0.054517134
CE26990,CE30067,0.0045592705
CE26991,CE30067,0.0045592705
CE26994,CE30067,0.0045592705
CE27023,CE30067,0.0045592705
CE28107,CE30067,0.1529968454
CE28149,CE30067,0.1550151976
CE28151,CE30067,0.0501519757
CE29879,CE30067,0.0547263682
CE29883,CE30067,0.0607902736
CE29889,CE30067,0.0607902736
CE30034,CE30067,0.0015197568
CE30063,CE30067,0
CE30066,CE30067,0
CE10522,CE30677,0.1554878049
CE10523,CE30677,0.1554878049
CE10784,CE30677,0.1570121951
CE10836,CE30677,0.1570121951
CE10846,CE30677,0.1540880503
CE10847,CE30677,0.1570121951
CE10848,CE30677,0.1570121951
CE10849,CE30677,0.1570121951
CE10865,CE30677,0.1570121951
CE11349,CE30677,0.1611785095
CE16688,CE30677,0.1554878049
CE16864,CE30677,0.1570121951
CE16866,CE30677,0.1570121951
CE17759,CE30677,0.1554878049
CE18811,CE30677,0.1554878049
CE19894,CE30677,0.1539634146
CE19895,CE30677,0.1539634146
CE19900,CE30677,0.1554878049
CE19902,CE30677,0.1549079755
CE2714,CE30677,0.1554878049
CE2715,CE30677,0.1554878049
CE27739,CE30677,0.1554878049
CE30774,CE30677,0.1554878049
CE3121,CE30677,0.1539634146
CE31633,CE30677,0.1554878049
CE31676,CE30677,0.1585365854
CE3236,CE30677,0.0030487805
CE35336,CE30677,0.1539634146
CE35337,CE30677,0.1539634146
CE35393,CE30677,0.1554878049
CE35727,CE30677,0.1570121951
CE35728,CE30677,0.1549520767
CE35729,CE30677,0.1570512821
CE36236,CE30677,0.1570121951
CE36237,CE30677,0.1554878049
CE36239,CE30677,0.1562998405
CE36240,CE30677,0.1570121951
CE36241,CE30677,0.1570121951
CE36242,CE30677,0.1554878049
CE36244,CE30677,0.1562998405
CE3745,CE30677,0.1570121951
CE3750,CE30677,0.1570121951
CE3751,CE30677,0.1554878049
CE3752,CE30677,0.1570121951
CE3781,CE30677,0.1554878049
CE3817,CE30677,0.1570121951
CE3936,CE30677,0.1509146341
CE3937,CE30677,0.1524390244
CE3944,CE30677,0.0030487805
CE4324,CE30677,0.1570121951
CE767,CE30677,0.1554878049
CE19886,CE30677,0.1554878049
CE19887,CE30677,0.1542056075
CE26990,CE30677,0.1539634146
CE26991,CE30677,0.1539634146
CE26994,CE30677,0.1539634146
CE27023,CE30677,0.1539634146
CE28107,CE30677,0.0157728707
CE28149,CE30677,0.0167682927
CE28151,CE30677,0.1554878049
CE29879,CE30677,0.1492537313
CE29883,CE30677,0.1554878049
CE29889,CE30677,0.1554878049
CE30034,CE30677,0.1524390244
CE30063,CE30677,0.1525423729
CE30066,CE30677,0.1477987421
CE30067,CE30677,0.1509146341
CE10522,CE30683,0.0427184466
CE10523,CE30683,0.0427184466
CE10784,CE30683,0.0019417476
CE10836,CE30683,0
CE10846,CE30683,0.0019417476
CE10847,CE30683,0.0019417476
CE10848,CE30683,0.0019417476
CE10849,CE30683,0
CE10865,CE30683,0.0446601942
CE11349,CE30683,0.0481651376
CE16688,CE30683,0
CE16864,CE30683,0
CE16866,CE30683,0
CE17759,CE30683,0.0446601942
CE18811,CE30683,0
CE19894,CE30683,0.054368932
CE19895,CE30683,0.054368932
CE19900,CE30683,0.054368932
CE19902,CE30683,0.054368932
CE2714,CE30683,0.0446601942
CE2715,CE30683,0.0446601942
CE27739,CE30683,0.040776699
CE30774,CE30683,0.0038834951
CE3121,CE30683,0.054368932
CE31633,CE30683,0.0563106796
CE31676,CE30683,0.0504854369
CE3236,CE30683,0.1514563107
CE35336,CE30683,0.054368932
CE35337,CE30683,0.054368932
CE35393,CE30683,0.013592233
CE35727,CE30683,0
CE35728,CE30683,0
CE35729,CE30683,0.0019417476
CE36236,CE30683,0.0019417476
CE36237,CE30683,0.0038834951
CE36239,CE30683,0.0019417476
CE36240,CE30683,0.0038834951
CE36241,CE30683,0.0019417476
CE36242,CE30683,0
CE36244,CE30683,0
CE3745,CE30683,0.0019417476
CE3750,CE30683,0.0019417476
CE3751,CE30683,0
CE3752,CE30683,0.0019417476
CE3781,CE30683,0.0427184466
CE3817,CE30683,0
CE3936,CE30683,0.0485436893
CE3937,CE30683,0.0485436893
CE3944,CE30683,0.1514563107
CE4324,CE30683,0.0019417476
CE767,CE30683,0.0019417476
CE19886,CE30683,0.0019417476
CE19887,CE30683,0.0446601942
CE26990,CE30683,0.054368932
CE26991,CE30683,0.054368932
CE26994,CE30683,0.054368932
CE27023,CE30683,0.054368932
CE28107,CE30683,0.1578947368
CE28149,CE30683,0.1572815534
CE28151,CE30683,0.0019417476
CE29879,CE30683,0.0446601942
CE29883,CE30683,0.0446601942
CE29889,CE30683,0.0446601942
CE30034,CE30683,0.0485436893
CE30063,CE30683,0.0485436893
CE30066,CE30683,0.0485436893
CE30067,CE30683,0.0485436893
CE30677,CE30683,0.1495145631
CE10522,CE30737,0.0514096186
CE10523,CE30737,0.0514096186
CE10784,CE30737,0.0132669983
CE10836,CE30737,0.0132669983
CE10846,CE30737,0.0137693632
CE10847,CE30737,0.0132669983
CE10848,CE30737,0.0132669983
CE10849,CE30737,0.0132669983
CE10865,CE30737,0.0514096186
CE11349,CE30737,0.0569948187
CE16688,CE30737,0.0116086235
CE16864,CE30737,0.0132669983
CE16866,CE30737,0.0132669983
CE17759,CE30737,0.0547263682
CE18811,CE30737,0.0116086235
CE19894,CE30737,0.0679933665
CE19895,CE30737,0.0679933665
CE19900,CE30737,0.0696517413
CE19902,CE30737,0.0636515913
CE2714,CE30737,0.0547263682
CE2715,CE30737,0.0547263682
CE27739,CE30737,0.0497512438
CE30774,CE30737,0.0149253731
CE3121,CE30737,0.0679933665
CE31633,CE30737,0.0679933665
CE31676,CE30737,0.0580431177
CE3236,CE30737,0.1558872305
CE35336,CE30737,0.0679933665
CE35337,CE30737,0.0679933665
CE35393,CE30737,0
CE35727,CE30737,0.0132669983
CE35728,CE30737,0.0122591944
CE35729,CE30737,0.014059754
CE36236,CE30737,0.0165837479
CE36237,CE30737,0.0149253731
CE36239,CE30737,0.013986014
CE36240,CE30737,0.0165837479
CE36241,CE30737,0.0132669983
CE36242,CE30737,0.0116086235
CE36244,CE30737,0.0132669983
CE3745,CE30737,0.0132669983
CE3750,CE30737,0.0132669983
CE3751,CE30737,0.0116086235
CE3752,CE30737,0.0132669983
CE3781,CE30737,0.0514096186
CE3817,CE30737,0.0132669983
CE3936,CE30737,0.0630182421
CE3937,CE30737,0.0646766169
CE3944,CE30737,0.1558872305
CE4324,CE30737,0.0132669983
CE767,CE30737,0.0116086235
CE19886,CE30737,0.0116086235
CE19887,CE30737,0.0528109029
CE26990,CE30737,0.0679933665
CE26991,CE30737,0.0679933665
CE26994,CE30737,0.0679933665
CE27023,CE30737,0.0679933665
CE28107,CE30737,0.1600688468
CE28149,CE30737,0.1608623549
CE28151,CE30737,0.0116086235
CE29879,CE30737,0.0510948905
CE29883,CE30737,0.0547263682
CE29889,CE30737,0.0547263682
CE30034,CE30737,0.0613598673
CE30063,CE30737,0.0589225589
CE30066,CE30737,0.0567986231
CE30067,CE30737,0.0630182421
CE30677,CE30737,0.15640599
CE30683,CE30737,0.0152173913
CE10522,CE31878,0.0030395137
CE10523,CE31878,0.0030395137
CE10784,CE31878,0.0501519757
CE10836,CE31878,0.0501519757
CE10846,CE31878,0.0487421384
CE10847,CE31878,0.0501519757
CE10848,CE31878,0.0501519757
CE10849,CE31878,0.0501519757
CE10865,CE31878,0.0045592705
CE11349,CE31878,0
CE16688,CE31878,0.0486322188
CE16864,CE31878,0.0501519757
CE16866,CE31878,0.047112462
CE17759,CE31878,0
CE18811,CE31878,0.0486322188
CE19894,CE31878,0.0623100304
CE19895,CE31878,0.0623100304
CE19900,CE31878,0.0638297872
CE19902,CE31878,0.0598159509
CE2714,CE31878,0
CE2715,CE31878,0
CE27739,CE31878,0.0045592705
CE30774,CE31878,0.0486322188
CE3121,CE31878,0.0623100304
CE31633,CE31878,0.0638297872
CE31676,CE31878,0.0167173252
CE3236,CE31878,0.1550151976
CE35336,CE31878,0.0623100304
CE35337,CE31878,0.0623100304
CE35393,CE31878,0.0531914894
CE35727,CE31878,0.047112462
CE35728,CE31878,0.0463258786
CE35729,CE31878,0.0480769231
CE36236,CE31878,0.0531914894
CE36237,CE31878,0.0486322188
CE36239,CE31878,0.04784689
CE36240,CE31878,0.0501519757
CE36241,CE31878,0.0501519757
CE36242,CE31878,0.0486322188
CE36244,CE31878,0.0492845787
CE3745,CE31878,0.0501519757
CE3750,CE31878,0.0501519757
CE3751,CE31878,0.0486322188
CE3752,CE31878,0.0501519757
CE3781,CE31878,0.0030395137
CE3817,CE31878,0.0501519757
CE3936,CE31878,0.0607902736
CE3937,CE31878,0.0623100304
CE3944,CE31878,0.1550151976
CE4324,CE31878,0.0501519757
CE767,CE31878,0.0501519757
CE19886,CE31878,0.0501519757
CE19887,CE31878,0
CE26990,CE31878,0.0623100304
CE26991,CE31878,0.0623100304
CE26994,CE31878,0.0623100304
CE27023,CE31878,0.0623100304
CE28107,CE31878,0.1561514196
CE28149,CE31878,0.1565349544
CE28151,CE31878,0.0501519757
CE29879,CE31878,0
CE29883,CE31878,0
CE29889,CE31878,0
CE30034,CE31878,0.0623100304
CE30063,CE31878,0.0570107858
CE30066,CE31878,0.0550314465
CE30067,CE31878,0.0607902736
CE30677,CE31878,0.1554878049
CE30683,CE31878,0.0446601942
CE30737,CE31878,0.0547263682
CE10522,CE31879,0.0030395137
CE10523,CE31879,0.0030395137
CE10784,CE31879,0.0501519757
CE10836,CE31879,0.0501519757
CE10846,CE31879,0.0487421384
CE10847,CE31879,0.0501519757
CE10848,CE31879,0.0501519757
CE10849,CE31879,0.0501519757
CE10865,CE31879,0.0045592705
CE11349,CE31879,0
CE16688,CE31879,0.0486322188
CE16864,CE31879,0.0501519757
CE16866,CE31879,0.047112462
CE17759,CE31879,0
CE18811,CE31879,0.0486322188
CE19894,CE31879,0.0623100304
CE19895,CE31879,0.0623100304
CE19900,CE31879,0.0638297872
CE19902,CE31879,0.0598159509
CE2714,CE31879,0
CE2715,CE31879,0
CE27739,CE31879,0.0045592705
CE30774,CE31879,0.0486322188
CE3121,CE31879,0.0623100304
CE31633,CE31879,0.0638297872
CE31676,CE31879,0.0167173252
CE3236,CE31879,0.1550151976
CE35336,CE31879,0.0623100304
CE35337,CE31879,0.0623100304
CE35393,CE31879,0.0531914894
CE35727,CE31879,0.047112462
CE35728,CE31879,0.0463258786
CE35729,CE31879,0.0480769231
CE36236,CE31879,0.0531914894
CE36237,CE31879,0.0486322188
CE36239,CE31879,0.04784689
CE36240,CE31879,0.0501519757
CE36241,CE31879,0.0501519757
CE36242,CE31879,0.0486322188
CE36244,CE31879,0.0492845787
CE3745,CE31879,0.0501519757
CE3750,CE31879,0.0501519757
CE3751,CE31879,0.0486322188
CE3752,CE31879,0.0501519757
CE3781,CE31879,0.0030395137
CE3817,CE31879,0.0501519757
CE3936,CE31879,0.0607902736
CE3937,CE31879,0.0623100304
CE3944,CE31879,0.1550151976
CE4324,CE31879,0.0501519757
CE767,CE31879,0.0501519757
CE19886,CE31879,0.0501519757
CE19887,CE31879,0
CE26990,CE31879,0.0623100304
CE26991,CE31879,0.0623100304
CE26994,CE31879,0.0623100304
CE27023,CE31879,0.0623100304
CE28107,CE31879,0.1561514196
CE28149,CE31879,0.1565349544
CE28151,CE31879,0.0501519757
